User,Campaign,crm_Campagne_Naam_in_email,Likelihood
01B45481-0877-E911-80FE-001DD8B72B62,0F57FD1E-6FA6-EA11-8112-001DD8B72B62,Oost meets West - Netwekkers Helemaal Digitaal - 1 juli 2020,100
01B45481-0877-E911-80FE-001DD8B72B62,EDD5A874-F09D-EB11-811E-001DD8B72B62,Welkom@Voka - dinsdag 8 juni,100
01B45481-0877-E911-80FE-001DD8B72B62,784EFAEF-AF36-EA11-810A-001DD8B72B61,Voka Netwekkers Digitaal - 10 juni 2020,100
01B45481-0877-E911-80FE-001DD8B72B62,03418937-184E-ED11-BBA2-6045BD8952CE,Regiolunch-Zaken die smaken Meetjesland,100
01B45481-0877-E911-80FE-001DD8B72B62,0E89DA7D-BBAA-EC11-983F-002248848076,Lunchmeeting met Frank Beckx op 31 augustus 2022,100
01B45481-0877-E911-80FE-001DD8B72B62,196ECF03-10E4-ED11-A7C7-6045BD895FE4,Vaart Club met Patrick Steenssens,100
01B45481-0877-E911-80FE-001DD8B72B62,0BB0A1DD-67B3-ED11-83FF-6045BD8956C9,Vaart Club - 30 maart,100
01B45481-0877-E911-80FE-001DD8B72B62,96C4B086-AFF3-EC11-BB3D-000D3A492DF1,Voka|VeGHO Portlunch met Vincent Van Peteghem,100
01B45481-0877-E911-80FE-001DD8B72B62,CBEE5437-9928-EB11-8117-001DD8B72B62,Voka Big Refresh - Helemaal Digitaal op donderdag 11 februari,100
01B45481-0877-E911-80FE-001DD8B72B62,C9025DC3-C7C4-EC11-A7B6-000D3A497E09,Gent Jazz - Agnes Obel,100
01B45481-0877-E911-80FE-001DD8B72B62,C6B69710-7CB6-ED11-83FF-6045BD8956C9,Voka Visit bij Kunstgieterij Van Geert en Atelier Sauveur,100
01B45481-0877-E911-80FE-001DD8B72B62,B4E3E30A-E6CA-EC11-A7B5-000D3A20A90F,Voka's Quick Refresh - Energiedelen en energiegemeenschappen,100
01B45481-0877-E911-80FE-001DD8B72B62,9D0868DB-952A-EC11-8124-001DD8B72B61,Voka Quick Refresh van 22 tot en met 26 november 2021,100
01B45481-0877-E911-80FE-001DD8B72B62,08C08CAD-E3EB-E811-80F8-001DD8B72B61,Big Refresh - De grote voorjaarsupdate,100
01B45481-0877-E911-80FE-001DD8B72B62,A3D5E22C-C3F1-EA11-8115-001DD8B72B62,OV-NW-Voka Update-2020-AIO-10 tips om onbetaalde facturen te vermijden-factoring&kredietverzekering-schokbestendigheidsscore,100
01B45481-0877-E911-80FE-001DD8B72B62,DC5C845A-C2F1-EA11-8115-001DD8B72B62,OV-NW-Voka Update-2020-AIO-Raad van Advies: Zin en onzin,100
01B45481-0877-E911-80FE-001DD8B72B62,F244649C-50BC-EA11-8113-001DD8B72B62,De grote najaarsupdate bij Voka: The Big Refresh Digitaal,100
01B45481-0877-E911-80FE-001DD8B72B62,C6D72260-E451-EC11-8C62-000D3ABFCF4A,De grote voorjaarsupdate van 2022 - Voka's Big Refresh,100
01B45481-0877-E911-80FE-001DD8B72B62,0A42D2C9-724B-EC11-8C62-000D3ABFCB4B,Lunchmeeting met Frank Beckx op 23 maart 2022,100
